年度,会計名称,款,款名称,項,項名称,目,目名称,事業,事業名称,節,節名称,節細,節細名称,予算額（千円）,COFOGLevel1,COFOGLevel1Ja,COFOGLevel1En,COFOGLevel2,COFOGLevel2Ja,COFOGLevel2En,COFOGLevel3,COFOGLevel3Ja,COFOGLevel3En
2021,一般会計,9,消防費,1,消防費,3,消防施設費,11,常備消防施設に要する経費,14,工事請負費,2,賃借料,316377.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,11,常備消防施設に要する経費,14,工事請負費,2,土木工事,0.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,11,常備消防施設に要する経費,14,工事請負費,3,修繕工事,88457.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,11,常備消防施設に要する経費,14,工事請負費,5,解体・撤去工事,227920.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,11,常備消防施設に要する経費,15,原材料費,5,解体・撤去工事,37.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,11,常備消防施設に要する経費,15,原材料費,2,加工用原材料費,37.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,11,常備消防施設に要する経費,17,備品購入費,2,加工用原材料費,2286.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,11,常備消防施設に要する経費,17,備品購入費,1,管理用備品,2286.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,11,常備消防施設に要する経費,26,公課費,1,管理用備品,137.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,11,常備消防施設に要する経費,26,公課費,1,自動車重量税,137.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,26,公課費,1,自動車重量税,44185.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,8,旅費,1,自動車重量税,87.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,8,旅費,3,特別旅費,87.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,10,需用費,3,特別旅費,12817.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,10,需用費,1,消耗品費,686.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,10,需用費,2,燃料費,4391.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,10,需用費,6,修繕料,7740.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,11,役務費,6,修繕料,2213.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,11,役務費,1,通信運搬費,775.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,11,役務費,4,手数料,375.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,11,役務費,6,保険料,179.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,11,役務費,7,自動車損害保険料,884.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,12,委託料,7,自動車損害保険料,1079.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,12,委託料,5,委託料,1079.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,17,備品購入費,5,委託料,26500.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,17,備品購入費,4,公用自動車購入費,26500.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,26,公課費,4,公用自動車購入費,1489.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,12,常備消防車両に要する経費,26,公課費,1,自動車重量税,1489.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,26,公課費,1,自動車重量税,129632.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,10,需用費,1,自動車重量税,5981.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,10,需用費,1,消耗品費,133.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,10,需用費,5,光熱水費,4224.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,10,需用費,6,修繕料,1624.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,11,役務費,6,修繕料,452.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,11,役務費,1,通信運搬費,336.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,11,役務費,4,手数料,14.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,11,役務費,6,保険料,102.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,12,委託料,6,保険料,3267.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,12,委託料,1,施設管理委託料,330.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,12,委託料,2,設計委託料,1980.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,12,委託料,5,委託料,506.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,12,委託料,6,監理委託料,451.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,13,使用料及び賃借料,6,監理委託料,465.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,13,使用料及び賃借料,2,賃借料,465.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,14,工事請負費,2,賃借料,78865.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,14,工事請負費,1,建築工事,30921.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,14,工事請負費,2,土木工事,36336.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,14,工事請負費,3,修繕工事,2500.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,14,工事請負費,5,解体・撤去工事,9108.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,17,備品購入費,5,解体・撤去工事,66.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,17,備品購入費,1,管理用備品,66.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,18,負担金補助及び交付金,1,管理用備品,40536.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,18,負担金補助及び交付金,1,負担金,40336.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,13,非常備消防施設に要する経費,18,負担金補助及び交付金,2,補助金,200.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,18,負担金補助及び交付金,2,補助金,47485.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,8,旅費,2,補助金,0.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,8,旅費,3,特別旅費,0.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,10,需用費,3,特別旅費,7609.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,10,需用費,1,消耗品費,91.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,10,需用費,2,燃料費,1149.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,10,需用費,6,修繕料,6369.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,11,役務費,6,修繕料,1990.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,11,役務費,4,手数料,169.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,11,役務費,6,保険料,268.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,11,役務費,7,自動車損害保険料,1553.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,13,使用料及び賃借料,7,自動車損害保険料,423.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,13,使用料及び賃借料,2,賃借料,423.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,17,備品購入費,2,賃借料,35794.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,17,備品購入費,1,管理用備品,154.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,17,備品購入費,4,公用自動車購入費,35640.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,26,公課費,4,公用自動車購入費,1669.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,14,非常備消防車両に要する経費,26,公課費,1,自動車重量税,1669.0,3,公共の秩序と安全,Public order and safety,3.2,防災サービス,Fire-protection services,3.2.0,消防サービス(CS),Fire-protection services  (CS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,15,救急車両に要する経費,26,公課費,1,自動車重量税,9428.0,7,健康,Health,7.2,外来サービス,Outpatient services,7.2.4,救急医療サービス(IS),Paramedical services  (IS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,15,救急車両に要する経費,8,旅費,1,自動車重量税,44.0,7,健康,Health,7.2,外来サービス,Outpatient services,7.2.4,救急医療サービス(IS),Paramedical services  (IS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,15,救急車両に要する経費,8,旅費,3,特別旅費,44.0,7,健康,Health,7.2,外来サービス,Outpatient services,7.2.4,救急医療サービス(IS),Paramedical services  (IS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,15,救急車両に要する経費,10,需用費,3,特別旅費,7745.0,7,健康,Health,7.2,外来サービス,Outpatient services,7.2.4,救急医療サービス(IS),Paramedical services  (IS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,15,救急車両に要する経費,10,需用費,2,燃料費,5360.0,7,健康,Health,7.2,外来サービス,Outpatient services,7.2.4,救急医療サービス(IS),Paramedical services  (IS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,15,救急車両に要する経費,10,需用費,6,修繕料,2385.0,7,健康,Health,7.2,外来サービス,Outpatient services,7.2.4,救急医療サービス(IS),Paramedical services  (IS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,15,救急車両に要する経費,11,役務費,6,修繕料,1388.0,7,健康,Health,7.2,外来サービス,Outpatient services,7.2.4,救急医療サービス(IS),Paramedical services  (IS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,15,救急車両に要する経費,11,役務費,1,通信運搬費,962.0,7,健康,Health,7.2,外来サービス,Outpatient services,7.2.4,救急医療サービス(IS),Paramedical services  (IS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,15,救急車両に要する経費,11,役務費,4,手数料,15.0,7,健康,Health,7.2,外来サービス,Outpatient services,7.2.4,救急医療サービス(IS),Paramedical services  (IS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,15,救急車両に要する経費,11,役務費,6,保険料,89.0,7,健康,Health,7.2,外来サービス,Outpatient services,7.2.4,救急医療サービス(IS),Paramedical services  (IS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,15,救急車両に要する経費,11,役務費,7,自動車損害保険料,322.0,7,健康,Health,7.2,外来サービス,Outpatient services,7.2.4,救急医療サービス(IS),Paramedical services  (IS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,15,救急車両に要する経費,17,備品購入費,7,自動車損害保険料,0.0,7,健康,Health,7.2,外来サービス,Outpatient services,7.2.4,救急医療サービス(IS),Paramedical services  (IS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,15,救急車両に要する経費,17,備品購入費,4,公用自動車購入費,0.0,7,健康,Health,7.2,外来サービス,Outpatient services,7.2.4,救急医療サービス(IS),Paramedical services  (IS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,15,救急車両に要する経費,26,公課費,4,公用自動車購入費,251.0,7,健康,Health,7.2,外来サービス,Outpatient services,7.2.4,救急医療サービス(IS),Paramedical services  (IS)
2021,一般会計,9,消防費,1,消防費,3,消防施設費,15,救急車両に要する経費,26,公課費,1,自動車重量税,251.0,7,健康,Health,7.2,外来サービス,Outpatient services,7.2.4,救急医療サービス(IS),Paramedical services  (IS)
2021,一般会計,9,消防費,1,消防費,4,水防費,15,救急車両に要する経費,26,公課費,1,自動車重量税,2857.0,7,健康,Health,7.2,外来サービス,Outpatient services,7.2.4,救急医療サービス(IS),Paramedical services  (IS)
2021,一般会計,9,消防費,1,消防費,4,水防費,11,水防訓練に要する経費,26,公課費,1,自動車重量税,2857.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,9,消防費,1,消防費,4,水防費,11,水防訓練に要する経費,8,旅費,1,自動車重量税,515.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,9,消防費,1,消防費,4,水防費,11,水防訓練に要する経費,8,旅費,1,費用弁償,515.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,9,消防費,1,消防費,4,水防費,11,水防訓練に要する経費,10,需用費,1,費用弁償,316.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,9,消防費,1,消防費,4,水防費,11,水防訓練に要する経費,10,需用費,1,消耗品費,191.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,9,消防費,1,消防費,4,水防費,11,水防訓練に要する経費,10,需用費,3,食糧費,125.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,9,消防費,1,消防費,4,水防費,11,水防訓練に要する経費,12,委託料,3,食糧費,495.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,9,消防費,1,消防費,4,水防費,11,水防訓練に要する経費,12,委託料,1,施設管理委託料,495.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,9,消防費,1,消防費,4,水防費,11,水防訓練に要する経費,13,使用料及び賃借料,1,施設管理委託料,517.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,9,消防費,1,消防費,4,水防費,11,水防訓練に要する経費,13,使用料及び賃借料,2,賃借料,517.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,9,消防費,1,消防費,4,水防費,11,水防訓練に要する経費,15,原材料費,2,賃借料,83.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,9,消防費,1,消防費,4,水防費,11,水防訓練に要する経費,15,原材料費,1,工事材料費,83.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,9,消防費,1,消防費,4,水防費,11,水防訓練に要する経費,18,負担金補助及び交付金,1,工事材料費,931.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,9,消防費,1,消防費,4,水防費,11,水防訓練に要する経費,18,負担金補助及び交付金,1,負担金,931.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,10,教育費,1,消防費,4,水防費,11,水防訓練に要する経費,18,負担金補助及び交付金,1,負担金,13205427.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,10,教育費,1,教育総務費,4,水防費,11,水防訓練に要する経費,18,負担金補助及び交付金,1,負担金,1197622.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,10,教育費,1,教育総務費,1,教育委員会費,11,水防訓練に要する経費,18,負担金補助及び交付金,1,負担金,4204.0,5,環境保護,Environmental protection,5.3,汚染の軽減,Pollution abatement,5.3.0,汚染の軽減（CS,Pollution abatement  (CS)
2021,一般会計,10,教育費,1,教育総務費,1,教育委員会費,11,教育委員会に要する経費,18,負担金補助及び交付金,1,負担金,4204.0,9,教育,Education,9.8,教育 n.e.c.,Education n.e.c.,9.8.0,一般教育(CS),Education n.e.c.  (CS)
2021,一般会計,10,教育費,1,教育総務費,1,教育委員会費,11,教育委員会に要する経費,1,報酬,1,負担金,3024.0,9,教育,Education,9.8,教育 n.e.c.,Education n.e.c.,9.8.0,一般教育(CS),Education n.e.c.  (CS)
2021,一般会計,10,教育費,1,教育総務費,1,教育委員会費,11,教育委員会に要する経費,1,報酬,2,委員報酬,3024.0,9,教育,Education,9.8,教育 n.e.c.,Education n.e.c.,9.8.0,一般教育(CS),Education n.e.c.  (CS)
2021,一般会計,10,教育費,1,教育総務費,1,教育委員会費,11,教育委員会に要する経費,8,旅費,2,委員報酬,741.0,9,教育,Education,9.8,教育 n.e.c.,Education n.e.c.,9.8.0,一般教育(CS),Education n.e.c.  (CS)
2021,一般会計,10,教育費,1,教育総務費,1,教育委員会費,11,教育委員会に要する経費,8,旅費,1,費用弁償,327.0,9,教育,Education,9.8,教育 n.e.c.,Education n.e.c.,9.8.0,一般教育(CS),Education n.e.c.  (CS)
2021,一般会計,10,教育費,1,教育総務費,1,教育委員会費,11,教育委員会に要する経費,8,旅費,2,普通旅費,30.0,9,教育,Education,9.8,教育 n.e.c.,Education n.e.c.,9.8.0,一般教育(CS),Education n.e.c.  (CS)
