,年度,所属,所属名,会計,会計名,款,款名,項,項名,目,目名,事業,事業名,節,節名,細節,細節名,予算額,COFOG_Level1,COFOG_Level2
2900,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,1,社会教育総務費,15,社会教育事務運営費,13,使用料及び賃借料,21,公用車リース料,313000,9,9.8
2901,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,1,社会教育総務費,15,社会教育事務運営費,18,負担金補助及び交付金,21,東葛飾地区社会教育連絡協議会負担金,35000,9,9.8
2902,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,1,社会教育総務費,15,社会教育事務運営費,18,負担金補助及び交付金,27,千葉県社会教育振興大会負担金,6000,9,9.8
2903,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,1,社会教育総務費,15,社会教育事務運営費,18,負担金補助及び交付金,90,研修負担金,9000,9,9.8
2904,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,1,社会教育総務費,16,生涯学習推進事業,7,報償費,1,講師報償費,150000,9,9.8
2905,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,1,社会教育総務費,16,生涯学習推進事業,10,需用費,1,消耗品費,134000,9,9.8
2906,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,1,社会教育総務費,16,生涯学習推進事業,10,需用費,4,印刷製本費,99000,9,9.8
2907,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,1,社会教育総務費,16,生涯学習推進事業,10,需用費,6,修繕料,30000,9,9.8
2908,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,1,社会教育総務費,16,生涯学習推進事業,11,役務費,6,火災保険料,3000,9,9.8
2909,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,1,社会教育総務費,82,基金積立金,24,積立金,21,文化施設整備基金積立金,500000,9,9.8
2910,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,1,非常勤特別職人件費,1,報酬,23,我孫子市湖北地区公民館指定管理者選考委員報酬,28000,6,6.2
2911,R3,101010000,総務課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,3,一般職人件費,2,給料,1,給料,20398000,6,6.2
2912,R3,101010000,総務課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,3,一般職人件費,3,職員手当等,1,職員手当等,15722000,6,6.2
2913,R3,101010000,総務課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,3,一般職人件費,4,共済費,1,共済・退職手当組合負担金,11097000,6,6.2
2914,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,4,会計年度任用職員人件費（パートタイム）,1,報酬,1,会計年度任用職員報酬,14953000,6,6.2
2915,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,4,会計年度任用職員人件費（パートタイム）,3,職員手当等,1,職員手当等,1487000,6,6.2
2916,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,4,会計年度任用職員人件費（パートタイム）,4,共済費,2,社会保険料,2515000,6,6.2
2917,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,4,会計年度任用職員人件費（パートタイム）,8,旅費,3,費用弁償,382000,6,6.2
2918,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,10,公民館学級運営費,7,報償費,1,講師報償費,1138000,6,6.2
2919,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,10,公民館学級運営費,7,報償費,22,保育スタッフ報償費,101000,6,6.2
2920,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,10,公民館学級運営費,8,旅費,1,普通旅費,24000,6,6.2
2921,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,10,公民館学級運営費,10,需用費,1,消耗品費,90000,6,6.2
2922,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,10,公民館学級運営費,10,需用費,3,食糧費,10000,6,6.2
2923,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,10,公民館学級運営費,10,需用費,4,印刷製本費,45000,6,6.2
2924,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,10,公民館学級運営費,11,役務費,1,通信運搬費,4000,6,6.2
2925,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,10,公民館学級運営費,11,役務費,8,その他保険料,168000,6,6.2
2926,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,10,公民館学級運営費,12,委託料,22,各学級用ホール管理運営委託料,198000,6,6.2
2927,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,10,公民館学級運営費,13,使用料及び賃借料,23,施設入館料,18000,6,6.2
2928,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,20,湖北地区公民館管理運営費,10,需用費,7,施設修繕料,702000,6,6.2
2929,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,20,湖北地区公民館管理運営費,11,役務費,6,火災保険料,29000,6,6.2
2930,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,20,湖北地区公民館管理運営費,12,委託料,21,湖北地区公民館指定管理料,44549000,6,6.2
2931,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,20,湖北地区公民館管理運営費,12,委託料,23,湖北地区公民館施設点検業務委託料,245000,6,6.2
2932,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,20,湖北地区公民館管理運営費,12,委託料,25,自動券売機硬貨識別装置交換業務委託料,94000,6,6.2
2933,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,20,湖北地区公民館管理運営費,13,使用料及び賃借料,22,湖北地区公民館ホール音響機器リース料,168000,6,6.2
2934,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,20,湖北地区公民館管理運営費,13,使用料及び賃借料,24,湖北地区公民館調光設備リース料,3888000,6,6.2
2935,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,20,湖北地区公民館管理運営費,17,備品購入費,21,湖北地区公民館施設備品購入費,1050000,6,6.2
2936,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,40,公民館維持管理費,10,需用費,1,消耗品費,55000,6,6.2
2937,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,40,公民館維持管理費,10,需用費,4,印刷製本費,24000,6,6.2
2938,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,40,公民館維持管理費,10,需用費,6,修繕料,73000,6,6.2
2939,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,40,公民館維持管理費,11,役務費,1,通信運搬費,109000,6,6.2
2940,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,40,公民館維持管理費,11,役務費,4,手数料,158000,6,6.2
2941,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,40,公民館維持管理費,12,委託料,25,自動券売機硬貨識別装置交換業務委託料,94000,6,6.2
2942,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,40,公民館維持管理費,13,使用料及び賃借料,1,事務機器使用料,376000,6,6.2
2943,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,40,公民館維持管理費,13,使用料及び賃借料,21,陶芸窯賃借料,589000,6,6.2
2944,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,40,公民館維持管理費,13,使用料及び賃借料,23,券売機賃借料,742000,6,6.2
2945,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,40,公民館維持管理費,14,工事請負費,22,湖北地区公民館受変電設備改修工事費,36652000,6,6.2
2946,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,95,負担金・補助金,18,負担金補助及び交付金,21,千葉県公民館連絡協議会負担金,42000,6,6.2
2947,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,95,負担金・補助金,18,負担金補助及び交付金,22,東葛飾地区公民館連絡協議会負担金,13000,6,6.2
2948,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,98,一般事務費,8,旅費,1,普通旅費,6000,6,6.2
2949,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,98,一般事務費,8,旅費,2,研修旅費,7000,6,6.2
2950,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,98,一般事務費,10,需用費,1,消耗品費,60000,6,6.2
2951,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,98,一般事務費,10,需用費,2,燃料費,110000,6,6.2
2952,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,98,一般事務費,10,需用費,3,食糧費,1000,6,6.2
2953,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,98,一般事務費,10,需用費,6,修繕料,194000,6,6.2
2954,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,98,一般事務費,11,役務費,4,手数料,77000,6,6.2
2955,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,98,一般事務費,11,役務費,7,自動車損害保険料,37000,6,6.2
2956,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,98,一般事務費,13,使用料及び賃借料,3,有料道路・駐車場使用料,2000,6,6.2
2957,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,98,一般事務費,18,負担金補助及び交付金,90,研修負担金,5000,6,6.2
2958,R3,3505010000,生涯学習課,1,一般会計,9,教育費,4,社会教育費,2,公民館費,98,一般事務費,26,公課費,1,自動車重量税,22000,6,6.2
2959,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,3,市史編さん費,4,会計年度任用職員人件費（パートタイム）,1,報酬,1,会計年度任用職員報酬,2756000,8,8.2
2960,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,3,市史編さん費,4,会計年度任用職員人件費（パートタイム）,8,旅費,3,費用弁償,330000,8,8.2
2961,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,3,市史編さん費,10,市史編さん事務運営費,7,報償費,21,資料調査員報償費,10000,8,8.2
2962,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,3,市史編さん費,10,市史編さん事務運営費,10,需用費,1,消耗品費,35000,8,8.2
2963,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,3,市史編さん費,10,市史編さん事務運営費,10,需用費,4,印刷製本費,217000,8,8.2
2964,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,3,市史編さん費,10,市史編さん事務運営費,11,役務費,1,通信運搬費,27000,8,8.2
2965,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,3,市史編さん費,10,市史編さん事務運営費,12,委託料,23,資料修復業務委託料,1390000,8,8.2
2966,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,3,市史編さん費,10,市史編さん事務運営費,17,備品購入費,21,図書購入費,10000,8,8.2
2967,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,3,市史編さん費,10,市史編さん事務運営費,17,備品購入費,22,市史編さん事務用備品購入費,1654000,8,8.2
2968,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,3,市史編さん費,95,負担金・補助金,18,負担金補助及び交付金,25,千葉県史料保存活用連絡協議会負担金,4000,8,8.2
2969,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,1,非常勤特別職人件費,1,報酬,21,文化財審議会委員報酬,98000,8,8.2
2970,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,4,会計年度任用職員人件費（パートタイム）,1,報酬,1,会計年度任用職員報酬,13614000,8,8.2
2971,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,4,会計年度任用職員人件費（パートタイム）,1,報酬,22,会計年度任用職員報酬（歴史文化財）,23253000,8,8.2
2972,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,4,会計年度任用職員人件費（パートタイム）,3,職員手当等,1,職員手当等,1045000,8,8.2
2973,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,4,会計年度任用職員人件費（パートタイム）,4,共済費,2,社会保険料,1724000,8,8.2
2974,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,4,会計年度任用職員人件費（パートタイム）,8,旅費,3,費用弁償,2123000,8,8.2
2975,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,10,文化振興事業,10,需用費,1,消耗品費,33000,8,8.2
2976,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,10,文化振興事業,18,負担金補助及び交付金,28,我孫子市民文化祭運営負担金,4468000,8,8.2
2977,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,10,文化振興事業,18,負担金補助及び交付金,29,子どものための舞台鑑賞運営負担金,1000000,8,8.2
2978,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,11,文化自主事業,7,報償費,23,文化事業スタッフ報償費,45000,8,8.2
2979,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,11,文化自主事業,7,報償費,24,郷土芸能祭出演者報償費,350000,8,8.2
2980,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,11,文化自主事業,10,需用費,1,消耗品費,225000,8,8.2
2981,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,11,文化自主事業,10,需用費,4,印刷製本費,220000,8,8.2
2982,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,11,文化自主事業,12,委託料,24,郷土芸能祭舞台運営業務委託料,169000,8,8.2
2983,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,11,文化自主事業,13,使用料及び賃借料,22,絵画保存庫賃借料,177000,8,8.2
2984,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,11,文化自主事業,17,備品購入費,22,寄贈絵画管理台帳用備品購入費,13000,8,8.2
2985,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,7,報償費,21,文化財調査報償費,285000,8,8.2
2986,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,7,報償費,22,文化財保存活用地域計画策定協議会委員報償費,35000,8,8.2
2987,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,10,需用費,1,消耗品費,523000,8,8.2
2988,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,10,需用費,4,印刷製本費,1468000,8,8.2
2989,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,10,需用費,6,修繕料,41000,8,8.2
2990,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,11,役務費,1,通信運搬費,66000,8,8.2
2991,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,12,委託料,4,草刈委託料,458000,8,8.2
2992,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,12,委託料,21,東源寺榧の木管理委託料,28000,8,8.2
2993,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,12,委託料,22,遺物処理委託料,2988000,8,8.2
2994,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,12,委託料,25,文化財説明・誘導板作成委託料,421000,8,8.2
2995,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,12,委託料,27,遺跡地図情報管理システム保守管理業務委託料,220000,8,8.2
2996,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,12,委託料,29,樹木調査業務委託料,329000,8,8.2
2997,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,13,使用料及び賃借料,1,事務機器使用料,172000,8,8.2
2998,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,13,使用料及び賃借料,21,重機等借上料,1389000,8,8.2
2999,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,13,使用料及び賃借料,22,史跡説明板等土地使用料,2000,8,8.2
3000,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,13,使用料及び賃借料,23,遺跡管理システムソフト使用料,634000,8,8.2
3001,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,17,備品購入費,21,文化財保護用備品購入費,77000,8,8.2
3002,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,18,負担金補助及び交付金,21,文化財保護補助金,500000,8,8.2
3003,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,12,文化財保護事業,18,負担金補助及び交付金,23,北西部地区文化財行政担当者会議負担金,20000,8,8.2
3004,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,13,民間開発発掘調査事業,10,需用費,1,消耗品費,180000,8,8.2
3005,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,13,民間開発発掘調査事業,10,需用費,4,印刷製本費,100000,8,8.2
3006,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,13,民間開発発掘調査事業,12,委託料,21,遺物調査委託料,850000,8,8.2
3007,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,13,民間開発発掘調査事業,13,使用料及び賃借料,21,重機等借上料,2500000,8,8.2
3008,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,13,民間開発発掘調査事業,17,備品購入費,21,発掘調査用備品購入費,100000,8,8.2
3009,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,14,公共事業発掘調査事業,10,需用費,1,消耗品費,20000,8,8.2
3010,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,14,公共事業発掘調査事業,10,需用費,4,印刷製本費,10000,8,8.2
3011,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,14,公共事業発掘調査事業,12,委託料,22,遺物処理委託料,100000,8,8.2
3012,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,14,公共事業発掘調査事業,13,使用料及び賃借料,21,重機等借上料,211000,8,8.2
3013,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,15,「めるへん文庫基金」活用事業,7,報償費,21,入賞者報償費,103000,8,8.2
3014,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,15,「めるへん文庫基金」活用事業,7,報償費,22,審査員報償費,200000,8,8.2
3015,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,15,「めるへん文庫基金」活用事業,10,需用費,1,消耗品費,84000,8,8.2
3016,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,15,「めるへん文庫基金」活用事業,10,需用費,4,印刷製本費,1047000,8,8.2
3017,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,15,「めるへん文庫基金」活用事業,11,役務費,1,通信運搬費,46000,8,8.2
3018,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,15,「めるへん文庫基金」活用事業,11,役務費,5,筆耕翻訳料,15000,8,8.2
3019,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,15,「めるへん文庫基金」活用事業,12,委託料,21,表紙・挿絵委託料,200000,8,8.2
3020,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,16,文化財施設運営費,10,需用費,1,消耗品費,109000,8,8.2
3021,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,16,文化財施設運営費,10,需用費,2,燃料費,9000,8,8.2
3022,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,16,文化財施設運営費,10,需用費,3,食糧費,13000,8,8.2
3023,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,16,文化財施設運営費,13,使用料及び賃借料,3,有料道路・駐車場使用料,2000,8,8.2
3024,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,7,報償費,1,講師報償費,80000,8,8.2
3025,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,7,報償費,23,白樺文学館市民スタッフ報償費,186000,8,8.2
3026,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,10,需用費,1,消耗品費,691000,8,8.2
3027,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,10,需用費,4,印刷製本費,491000,8,8.2
3028,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,10,需用費,5,光熱水費,1480000,8,8.2
3029,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,10,需用費,6,修繕料,59000,8,8.2
3030,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,10,需用費,7,施設修繕料,100000,8,8.2
3031,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,11,役務費,1,通信運搬費,130000,8,8.2
3032,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,11,役務費,4,手数料,28000,8,8.2
3033,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,11,役務費,8,その他保険料,11000,8,8.2
3034,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,12,委託料,1,施設設備等保守点検委託料,1288000,8,8.2
3035,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,12,委託料,2,清掃委託料,227000,8,8.2
3036,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,12,委託料,3,警備委託料,119000,8,8.2
3037,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,12,委託料,21,展示資料等制作委託料,150000,8,8.2
3038,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,12,委託料,23,寄贈資料等修復業務委託料,490000,8,8.2
3039,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,13,使用料及び賃借料,1,事務機器使用料,45000,8,8.2
3040,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,13,使用料及び賃借料,3,有料道路・駐車場使用料,25000,8,8.2
3041,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,13,使用料及び賃借料,21,展示品賃借料,110000,8,8.2
3042,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,13,使用料及び賃借料,24,玄関マット等使用料,41000,8,8.2
3043,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,13,使用料及び賃借料,26,音楽著作権料,7000,8,8.2
3044,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,13,使用料及び賃借料,27,自動体外式除細動器リース料,40000,8,8.2
3045,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,14,工事請負費,23,白樺文学館空調設備更新工事費,21769000,8,8.2
3046,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,17,備品購入費,21,白樺文学館備品購入費,123000,8,8.2
3047,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,17,白樺文学館運営費,17,備品購入費,22,図書購入費,30000,8,8.2
3048,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,19,杉村楚人冠記念館運営費,7,報償費,1,講師報償費,121000,8,8.2
3049,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,19,杉村楚人冠記念館運営費,7,報償費,21,資料調査報償費,240000,8,8.2
3050,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,19,杉村楚人冠記念館運営費,10,需用費,1,消耗品費,260000,8,8.2
3051,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,19,杉村楚人冠記念館運営費,10,需用費,4,印刷製本費,465000,8,8.2
3052,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,19,杉村楚人冠記念館運営費,10,需用費,5,光熱水費,609000,8,8.2
3053,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,19,杉村楚人冠記念館運営費,10,需用費,6,修繕料,80000,8,8.2
3054,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,19,杉村楚人冠記念館運営費,10,需用費,7,施設修繕料,949000,8,8.2
3055,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,19,杉村楚人冠記念館運営費,11,役務費,1,通信運搬費,112000,8,8.2
3056,R3,3505020000,文化・スポーツ課,1,一般会計,9,教育費,4,社会教育費,4,文化費,19,杉村楚人冠記念館運営費,11,役務費,8,その他保険料,12000,8,8.2
