,年度,会計名称,款,款名称,項,項名称,目,目名称,細目,細目名称,,節,節名称,予算額,COFOG_Level1,COFOG_Level2
1235,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,547,教職員研修等事業経費,,7,報償費,117,9,9.8
1236,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,547,教職員研修等事業経費,,8,旅費,0,9,9.8
1237,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,547,教職員研修等事業経費,,10,需用費,10,9,9.8
1238,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,547,教職員研修等事業経費,,13,使用料及び賃借料,130,9,9.8
1239,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,547,教職員研修等事業経費,,18,負担金・補助及び交付金,0,9,9.8
1240,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,553,学校跡地施設市民開放経費,,10,需用費,8209,9,9.5
1241,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,553,学校跡地施設市民開放経費,,11,役務費,278,9,9.5
1242,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,553,学校跡地施設市民開放経費,,12,委託料,12535,9,9.5
1243,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,553,学校跡地施設市民開放経費,,13,使用料及び賃借料,64,9,9.5
1244,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,553,学校跡地施設市民開放経費,,14,工事請負費,1000,9,9.5
1245,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,553,学校跡地施設市民開放経費,,22,償還金・利子及び割引料,200,9,9.5
1246,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,558,子どもパートナー事業,,7,報償費,270,9,9.8
1247,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,564,発表会運営事業,,11,役務費,100,9,9.8
1248,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,564,発表会運営事業,,13,使用料及び賃借料,530,9,9.8
1249,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,564,発表会運営事業,,18,負担金・補助及び交付金,1100,9,9.8
1250,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,852,ＥＳＤ推進事業,,7,報償費,117,1,1.3
1251,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,852,ＥＳＤ推進事業,,10,需用費,408,1,1.3
1252,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,880,学校と家庭の連携推進事業,,7,報償費,683,9,9.8
1253,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,899,オリンピック・パラリンピック教育推進事業,,7,報償費,3400,1,1.3
1254,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,899,オリンピック・パラリンピック教育推進事業,,10,需用費,100,1,1.3
1255,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,953,英語教育推進事業,,12,委託料,9460,9,9.5
1256,R3,一般会計,10,教育費,1,教育総務費,3,教育指導費,953,英語教育推進事業,,13,使用料及び賃借料,212,9,9.5
1257,R3,一般会計,10,教育費,2,小学校費,1,学校管理費,23,職員人件費等,,2,給料,42434,9,9.8
1258,R3,一般会計,10,教育費,2,小学校費,1,学校管理費,23,職員人件費等,,3,職員手当等,25978,9,9.8
1259,R3,一般会計,10,教育費,2,小学校費,1,学校管理費,23,職員人件費等,,4,共済費,13681,9,9.8
1260,R3,一般会計,10,教育費,2,小学校費,1,学校管理費,23,職員人件費等,,8,旅費,11,9,9.8
1261,R3,一般会計,10,教育費,2,小学校費,1,学校管理費,565,学校管理運営費,,1,報酬,41375,9,9.8
1262,R3,一般会計,10,教育費,2,小学校費,1,学校管理費,565,学校管理運営費,,8,旅費,2432,9,9.8
1263,R3,一般会計,10,教育費,2,小学校費,1,学校管理費,565,学校管理運営費,,9,交際費,595,9,9.8
1264,R3,一般会計,10,教育費,2,小学校費,1,学校管理費,565,学校管理運営費,,10,需用費,132516,9,9.8
1265,R3,一般会計,10,教育費,2,小学校費,1,学校管理費,565,学校管理運営費,,11,役務費,10180,9,9.8
1266,R3,一般会計,10,教育費,2,小学校費,1,学校管理費,565,学校管理運営費,,12,委託料,107737,9,9.8
1267,R3,一般会計,10,教育費,2,小学校費,1,学校管理費,565,学校管理運営費,,13,使用料及び賃借料,9081,9,9.8
1268,R3,一般会計,10,教育費,2,小学校費,1,学校管理費,565,学校管理運営費,,14,工事請負費,48225,9,9.8
1269,R3,一般会計,10,教育費,2,小学校費,1,学校管理費,565,学校管理運営費,,18,負担金・補助及び交付金,1192,9,9.8
1270,R3,一般会計,10,教育費,2,小学校費,1,学校管理費,566,学校管理運営費,,12,委託料,834,9,9.8
1271,R3,一般会計,10,教育費,2,小学校費,1,学校管理費,566,学校管理運営費,,13,使用料及び賃借料,1836,9,9.8
1272,R3,一般会計,10,教育費,2,小学校費,2,教育振興費,567,教育振興運営費,,10,需用費,79087,9,9.8
1273,R3,一般会計,10,教育費,2,小学校費,2,教育振興費,567,教育振興運営費,,11,役務費,1784,9,9.8
1274,R3,一般会計,10,教育費,2,小学校費,2,教育振興費,567,教育振興運営費,,12,委託料,44,9,9.8
1275,R3,一般会計,10,教育費,2,小学校費,2,教育振興費,567,教育振興運営費,,13,使用料及び賃借料,374,9,9.8
1276,R3,一般会計,10,教育費,2,小学校費,2,教育振興費,567,教育振興運営費,,17,備品購入費,4395,9,9.8
1277,R3,一般会計,10,教育費,2,小学校費,2,教育振興費,568,特別支援学級運営費,,10,需用費,5212,9,9.8
1278,R3,一般会計,10,教育費,2,小学校費,2,教育振興費,568,特別支援学級運営費,,17,備品購入費,50,9,9.8
1279,R3,一般会計,10,教育費,2,小学校費,2,教育振興費,569,就学援助費,,19,扶助費,27636,9,9.8
1280,R3,一般会計,10,教育費,2,小学校費,2,教育振興費,570,特別支援教育児童就学奨励事業,,19,扶助費,4914,9,9.8
1281,R3,一般会計,10,教育費,2,小学校費,2,教育振興費,571,学校行事等事業経費,,7,報償費,2967,9,9.8
1282,R3,一般会計,10,教育費,2,小学校費,2,教育振興費,571,学校行事等事業経費,,13,使用料及び賃借料,12537,9,9.8
1283,R3,一般会計,10,教育費,2,小学校費,2,教育振興費,571,学校行事等事業経費,,18,負担金・補助及び交付金,1507,9,9.8
1284,R3,一般会計,10,教育費,2,小学校費,3,学校保健衛生費,578,保健管理運営費,,1,報酬,44084,9,9.8
1285,R3,一般会計,10,教育費,2,小学校費,3,学校保健衛生費,578,保健管理運営費,,7,報償費,461,9,9.8
1286,R3,一般会計,10,教育費,2,小学校費,3,学校保健衛生費,578,保健管理運営費,,8,旅費,68,9,9.8
1287,R3,一般会計,10,教育費,2,小学校費,3,学校保健衛生費,578,保健管理運営費,,10,需用費,4105,9,9.8
1288,R3,一般会計,10,教育費,2,小学校費,3,学校保健衛生費,578,保健管理運営費,,11,役務費,1592,9,9.8
1289,R3,一般会計,10,教育費,2,小学校費,3,学校保健衛生費,578,保健管理運営費,,12,委託料,30673,9,9.8
1290,R3,一般会計,10,教育費,2,小学校費,3,学校保健衛生費,578,保健管理運営費,,18,負担金・補助及び交付金,247,9,9.8
1291,R3,一般会計,10,教育費,2,小学校費,4,学校建設費,579,小学校施設整備事業,,12,委託料,0,9,9.8
1292,R3,一般会計,10,教育費,2,小学校費,4,学校建設費,579,小学校施設整備事業,,14,工事請負費,248192,9,9.8
1293,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,24,職員人件費等,,2,給料,38242,9,9.2
1294,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,24,職員人件費等,,3,職員手当等,23941,9,9.2
1295,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,24,職員人件費等,,4,共済費,12088,9,9.2
1296,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,24,職員人件費等,,8,旅費,11,9,9.2
1297,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,591,学校管理運営費,,1,報酬,22059,9,9.2
1298,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,591,学校管理運営費,,8,旅費,1235,9,9.2
1299,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,591,学校管理運営費,,9,交際費,315,9,9.2
1300,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,591,学校管理運営費,,10,需用費,79802,9,9.2
1301,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,591,学校管理運営費,,11,役務費,6077,9,9.2
1302,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,591,学校管理運営費,,12,委託料,59359,9,9.2
1303,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,591,学校管理運営費,,13,使用料及び賃借料,5891,9,9.2
1304,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,591,学校管理運営費,,14,工事請負費,25767,9,9.2
1305,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,591,学校管理運営費,,18,負担金・補助及び交付金,1358,9,9.2
1306,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,592,学校管理運営費,,10,需用費,9,9,9.2
1307,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,592,学校管理運営費,,12,委託料,597,9,9.2
1308,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,592,学校管理運営費,,13,使用料及び賃借料,971,9,9.2
1309,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,877,特別支援学級整備事業,,10,需用費,0,9,9.2
1310,R3,一般会計,10,教育費,3,中学校費,1,学校管理費,877,特別支援学級整備事業,,17,備品購入費,0,9,9.2
1311,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,593,教育振興運営費,,10,需用費,51465,9,9.2
1312,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,593,教育振興運営費,,11,役務費,1166,9,9.2
1313,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,593,教育振興運営費,,12,委託料,60,9,9.2
1314,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,593,教育振興運営費,,13,使用料及び賃借料,198,9,9.2
1315,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,593,教育振興運営費,,17,備品購入費,5643,9,9.2
1316,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,594,特別支援学級運営費,,10,需用費,2746,9,9.2
1317,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,594,特別支援学級運営費,,17,備品購入費,80,9,9.2
1318,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,595,就学援助費,,19,扶助費,27162,9,9.2
1319,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,596,特別支援教育生徒就学奨励事業,,19,扶助費,5934,9,9.2
1320,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,597,学校行事等事業経費,,7,報償費,2424,9,9.2
1321,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,597,学校行事等事業経費,,13,使用料及び賃借料,10831,9,9.2
1322,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,597,学校行事等事業経費,,18,負担金・補助及び交付金,13212,9,9.2
1323,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,600,部活動補助事業,,1,報酬,5501,9,9.2
1324,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,600,部活動補助事業,,7,報償費,4500,9,9.2
1325,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,600,部活動補助事業,,8,旅費,1686,9,9.2
1326,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,600,部活動補助事業,,18,負担金・補助及び交付金,3870,9,9.2
1327,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,602,教科書採択事業,,7,報償費,0,9,9.2
1328,R3,一般会計,10,教育費,3,中学校費,2,教育振興費,602,教科書採択事業,,12,委託料,0,9,9.2
1329,R3,一般会計,10,教育費,3,中学校費,3,学校保健衛生費,606,保健管理運営費,,1,報酬,22751,9,9.2
1330,R3,一般会計,10,教育費,3,中学校費,3,学校保健衛生費,606,保健管理運営費,,7,報償費,250,9,9.2
1331,R3,一般会計,10,教育費,3,中学校費,3,学校保健衛生費,606,保健管理運営費,,8,旅費,61,9,9.2
1332,R3,一般会計,10,教育費,3,中学校費,3,学校保健衛生費,606,保健管理運営費,,10,需用費,2336,9,9.2
1333,R3,一般会計,10,教育費,3,中学校費,3,学校保健衛生費,606,保健管理運営費,,11,役務費,890,9,9.2
1334,R3,一般会計,10,教育費,3,中学校費,3,学校保健衛生費,606,保健管理運営費,,12,委託料,21512,9,9.2
1335,R3,一般会計,10,教育費,3,中学校費,3,学校保健衛生費,606,保健管理運営費,,18,負担金・補助及び交付金,131,9,9.2
1336,R3,一般会計,10,教育費,3,中学校費,4,学校建設費,607,中学校施設整備事業,,12,委託料,52330,9,9.2
1337,R3,一般会計,10,教育費,3,中学校費,4,学校建設費,607,中学校施設整備事業,,14,工事請負費,574275,9,9.2
1338,R3,一般会計,10,教育費,4,幼稚園費,1,幼稚園費,618,私立幼稚園等園児保護者補助金,,10,需用費,128,9,9.1
1339,R3,一般会計,10,教育費,4,幼稚園費,1,幼稚園費,618,私立幼稚園等園児保護者補助金,,18,負担金・補助及び交付金,37470,9,9.1
1340,R3,一般会計,10,教育費,4,幼稚園費,1,幼稚園費,620,私立幼稚園に対する補助金,,18,負担金・補助及び交付金,46148,9,9.1
1341,R3,一般会計,10,教育費,4,幼稚園費,1,幼稚園費,621,子どものための教育給付費,,18,負担金・補助及び交付金,580562,9,9.1
1342,R3,一般会計,10,教育費,4,幼稚園費,1,幼稚園費,991,子育て支援施設等利用教育給付費,,18,負担金・補助及び交付金,232328,9,9.1
1343,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,26,職員人件費等,,2,給料,82391,9,9.8
1344,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,26,職員人件費等,,3,職員手当等,78518,9,9.8
1345,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,26,職員人件費等,,4,共済費,30529,9,9.8
1346,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,26,職員人件費等,,8,旅費,360,9,9.8
1347,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,632,文化関係団体育成費,,12,委託料,2400,8,8.6
1348,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,632,文化関係団体育成費,,18,負担金・補助及び交付金,1000,8,8.6
1349,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,635,放課後子ども教室事業,,7,報償費,6458,9,9.6
1350,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,635,放課後子ども教室事業,,10,需用費,723,9,9.6
1351,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,635,放課後子ども教室事業,,12,委託料,132,9,9.6
1352,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,635,放課後子ども教室事業,,13,使用料及び賃借料,21,9,9.6
1353,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,636,成人式,,10,需用費,34,8,8.6
1354,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,636,成人式,,12,委託料,3997,8,8.6
1355,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,636,成人式,,13,使用料及び賃借料,781,8,8.6
1356,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,637,文化財保護審議会費,,1,報酬,794,8,8.6
1357,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,637,文化財保護審議会費,,7,報償費,182,8,8.6
1358,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,637,文化財保護審議会費,,8,旅費,0,8,8.6
1359,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,637,文化財保護審議会費,,12,委託料,165,8,8.6
1360,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,638,文化財保護事業,,1,報酬,2808,8,8.2
1361,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,638,文化財保護事業,,7,報償費,294,8,8.2
1362,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,638,文化財保護事業,,8,旅費,163,8,8.2
1363,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,638,文化財保護事業,,10,需用費,814,8,8.2
1364,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,638,文化財保護事業,,11,役務費,83,8,8.2
1365,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,638,文化財保護事業,,12,委託料,5195,8,8.2
1366,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,638,文化財保護事業,,13,使用料及び賃借料,138,8,8.2
1367,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,638,文化財保護事業,,18,負担金・補助及び交付金,15,8,8.2
1368,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,639,埋蔵文化財発掘調査事業,,7,報償費,208,8,8.2
1369,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,639,埋蔵文化財発掘調査事業,,10,需用費,397,8,8.2
1370,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,639,埋蔵文化財発掘調査事業,,11,役務費,0,8,8.2
1371,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,639,埋蔵文化財発掘調査事業,,12,委託料,10675,8,8.2
1372,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,640,古民家管理運営事業,,7,報償費,18,8,8.2
1373,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,640,古民家管理運営事業,,10,需用費,1063,8,8.2
1374,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,640,古民家管理運営事業,,11,役務費,648,8,8.2
1375,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,640,古民家管理運営事業,,12,委託料,13137,8,8.2
1376,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,640,古民家管理運営事業,,13,使用料及び賃借料,103,8,8.2
1377,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,640,古民家管理運営事業,,22,償還金・利子及び割引料,2,8,8.2
1378,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,641,旧多摩聖蹟記念館管理運営事業,,1,報酬,2733,8,8.2
1379,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,641,旧多摩聖蹟記念館管理運営事業,,7,報償費,61,8,8.2
1380,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,641,旧多摩聖蹟記念館管理運営事業,,8,旅費,414,8,8.2
1381,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,641,旧多摩聖蹟記念館管理運営事業,,10,需用費,1021,8,8.2
1382,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,641,旧多摩聖蹟記念館管理運営事業,,11,役務費,109,8,8.2
1383,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,641,旧多摩聖蹟記念館管理運営事業,,12,委託料,6420,8,8.2
1384,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,641,旧多摩聖蹟記念館管理運営事業,,13,使用料及び賃借料,226,8,8.2
1385,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,641,旧多摩聖蹟記念館管理運営事業,,22,償還金・利子及び割引料,1,8,8.2
1386,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,642,生涯学習推進事業,,7,報償費,0,9,9.5
1387,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,642,生涯学習推進事業,,12,委託料,0,9,9.5
1388,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,644,地域教育力支援事業,,1,報酬,3439,9,9.5
1389,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,644,地域教育力支援事業,,7,報償費,11995,9,9.5
1390,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,644,地域教育力支援事業,,8,旅費,111,9,9.5
1391,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,644,地域教育力支援事業,,10,需用費,984,9,9.5
1392,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,644,地域教育力支援事業,,11,役務費,0,9,9.5
1393,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,644,地域教育力支援事業,,12,委託料,0,9,9.5
1394,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,644,地域教育力支援事業,,18,負担金・補助及び交付金,135,9,9.5
1395,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,645,地域教育力支援事業,,12,委託料,528,9,9.5
1396,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,648,施設予約システム管理運用経費,,10,需用費,172,9,9.8
1397,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,648,施設予約システム管理運用経費,,11,役務費,877,9,9.8
1398,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,648,施設予約システム管理運用経費,,12,委託料,4700,9,9.8
1399,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,648,施設予約システム管理運用経費,,13,使用料及び賃借料,1691,9,9.8
1400,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,648,施設予約システム管理運用経費,,17,備品購入費,682,9,9.8
1401,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,862,学びあい育ちあい推進審議会費,,1,報酬,1261,9,9.8
1402,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,862,学びあい育ちあい推進審議会費,,8,旅費,103,9,9.8
1403,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,862,学びあい育ちあい推進審議会費,,10,需用費,7,9,9.8
1404,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,862,学びあい育ちあい推進審議会費,,18,負担金・補助及び交付金,50,9,9.8
1405,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,901,わがまち学習講座事業,,7,報償費,0,9,9.5
1406,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,901,わがまち学習講座事業,,10,需用費,12,9,9.5
1407,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,901,わがまち学習講座事業,,12,委託料,0,9,9.5
1408,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,968,市民活動・交流センター管理運営事業,,12,委託料,19254,6,6.2
1409,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,968,市民活動・交流センター管理運営事業,,17,備品購入費,0,6,6.2
1410,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,969,多摩ふるさと資料館開設準備・管理運営事業,,10,需用費,260,8,8.6
1411,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,969,多摩ふるさと資料館開設準備・管理運営事業,,11,役務費,27,8,8.6
1412,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,969,多摩ふるさと資料館開設準備・管理運営事業,,12,委託料,20662,8,8.6
1413,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,969,多摩ふるさと資料館開設準備・管理運営事業,,13,使用料及び賃借料,22,8,8.6
1414,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,969,多摩ふるさと資料館開設準備・管理運営事業,,14,工事請負費,495,8,8.6
1415,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,969,多摩ふるさと資料館開設準備・管理運営事業,,17,備品購入費,3500,8,8.6
1416,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,983,旧北貝取小学校跡地整備事業,,7,報償費,0,4,4.2
1417,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,983,旧北貝取小学校跡地整備事業,,12,委託料,16377,4,4.2
1418,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,983,旧北貝取小学校跡地整備事業,,14,工事請負費,740560,4,4.2
1419,R3,一般会計,10,教育費,5,社会教育費,1,社会教育総務費,983,旧北貝取小学校跡地整備事業,,17,備品購入費,1838,4,4.2
1420,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,27,職員人件費等,,2,給料,49004,6,6.6
1421,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,27,職員人件費等,,3,職員手当等,36323,6,6.6
1422,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,27,職員人件費等,,4,共済費,16688,6,6.6
1423,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,27,職員人件費等,,8,旅費,61,6,6.6
1424,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,650,永山公民館管理運営費,,1,報酬,0,6,6.2
1425,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,650,永山公民館管理運営費,,10,需用費,31153,6,6.2
1426,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,650,永山公民館管理運営費,,11,役務費,1301,6,6.2
1427,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,650,永山公民館管理運営費,,12,委託料,58267,6,6.2
1428,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,650,永山公民館管理運営費,,13,使用料及び賃借料,509,6,6.2
1429,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,650,永山公民館管理運営費,,15,原材料費,10,6,6.2
1430,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,650,永山公民館管理運営費,,17,備品購入費,0,6,6.2
1431,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,650,永山公民館管理運営費,,18,負担金・補助及び交付金,86903,6,6.2
1432,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,650,永山公民館管理運営費,,22,償還金・利子及び割引料,120,6,6.2
1433,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,650,永山公民館管理運営費,,26,公課費,8,6,6.2
1434,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,651,学級・講座等社会教育事業,,1,報酬,0,9,9.5
1435,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,651,学級・講座等社会教育事業,,7,報償費,1550,9,9.5
1436,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,651,学級・講座等社会教育事業,,10,需用費,176,9,9.5
1437,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,651,学級・講座等社会教育事業,,12,委託料,1031,9,9.5
1438,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,651,学級・講座等社会教育事業,,13,使用料及び賃借料,154,9,9.5
1439,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,651,学級・講座等社会教育事業,,18,負担金・補助及び交付金,1800,9,9.5
1440,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,652,関戸公民館管理運営費,,1,報酬,0,6,6.2
1441,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,652,関戸公民館管理運営費,,10,需用費,25502,6,6.2
1442,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,652,関戸公民館管理運営費,,11,役務費,1279,6,6.2
1443,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,652,関戸公民館管理運営費,,12,委託料,41427,6,6.2
1444,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,652,関戸公民館管理運営費,,13,使用料及び賃借料,862,6,6.2
1445,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,652,関戸公民館管理運営費,,14,工事請負費,76600,6,6.2
1446,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,652,関戸公民館管理運営費,,15,原材料費,10,6,6.2
1447,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,652,関戸公民館管理運営費,,16,公有財産購入費,267654,6,6.2
1448,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,652,関戸公民館管理運営費,,17,備品購入費,0,6,6.2
1449,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,652,関戸公民館管理運営費,,18,負担金・補助及び交付金,56742,6,6.2
1450,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,652,関戸公民館管理運営費,,22,償還金・利子及び割引料,120,6,6.2
1451,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,653,学級・講座等社会教育事業,,1,報酬,0,9,9.5
1452,R3,一般会計,10,教育費,5,社会教育費,2,公民館費,653,学級・講座等社会教育事業,,7,報償費,730,9,9.5
